qid,relation_id,relation_labels
Q100,"dict_keys(['place of birth', 'influenced by', 'location of formation', 'residence', 'terminus', 'terminus location', 'place of publication', 'depicts', 'twinned administrative body', 'location', 'recorded at studio or venue', 'located in/on physical feature', 'country of origin', 'home port', 'has part(s)', 'port of registry', 'narrative location', ""category's main topic"", 'work location', 'filming location', 'main subject', 'place served by transport hub', 'indigenous to', 'operating area', 'location of first performance', 'significant place', 'recording location', 'item for this sense', 'demonym of', 'place of death', 'location of creation', 'category combines topics', 'applies to jurisdiction', 'inspired by', 'capital', 'shares border with', 'employer', 'ancestral home', 'place of burial', 'owned by', 'located in the administrative territorial entity', 'headquarters location', 'facet of', ""Wikimedia portal's main topic"", 'fictional analog of', 'start point', 'licensed to broadcast to', 'published in', 'destination point', 'different from', 'named after', 'contains the administrative territorial entity', 'manufacturer'])","dict_values(['P19', 'P737', 'P740', 'P551', 'P559', 'P609', 'P291', 'P180', 'P190', 'P276', 'P483', 'P706', 'P495', 'P504', 'P527', 'P532', 'P840', 'P301', 'P937', 'P915', 'P921', 'P931', 'P2341', 'P2541', 'P4647', 'P7153', 'P8546', 'P5137', 'P6271', 'P20', 'P1071', 'P971', 'P1001', 'P941', 'P36', 'P47', 'P108', 'P66', 'P119', 'P127', 'P131', 'P159', 'P1269', 'P1204', 'P1074', 'P1427', 'P1408', 'P1433', 'P1444', 'P1889', 'P138', 'P150', 'P176'])"
Q1152209,dict_keys([]),dict_values([])
Q821235,dict_keys([]),dict_values([])
Q182015,"dict_keys(['item for this sense', 'genre', 'subclass of', 'interested in', 'is metaclass for', 'field of work', 'main subject', 'product or material produced', 'collection', ""category's main topic""])","dict_values(['P5137', 'P136', 'P279', 'P2650', 'P8225', 'P101', 'P921', 'P1056', 'P195', 'P301'])"
Q6520414,dict_keys(['crosses']),dict_values(['P177'])
Q270948,"dict_keys(['genre', 'subclass of', 'field of work', 'part of the series', ""category's main topic""])","dict_values(['P136', 'P279', 'P101', 'P179', 'P301'])"
Q1753985,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q61173,"dict_keys(['shares border with', 'place of birth', 'located in the administrative territorial entity', 'location', 'category combines topics', 'contains the administrative territorial entity', ""category's main topic"", 'capital of', 'different from'])","dict_values(['P47', 'P19', 'P131', 'P276', 'P971', 'P150', 'P301', 'P1376', 'P1889'])"
Q6106074,"dict_keys(['composer', 'performer', 'lyrics by', 'film editor', 'different from'])","dict_values(['P86', 'P175', 'P676', 'P1040', 'P1889'])"
Q1494083,dict_keys([]),dict_values([])
Q5623437,dict_keys([]),dict_values([])
Q18685895,dict_keys([]),dict_values([])
Q2552890,"dict_keys(['has part(s)', 'notable work', 'fictional universe described in'])","dict_values(['P527', 'P800', 'P1445'])"
Q6141754,dict_keys(['named after']),dict_values(['P138'])
Q7738000,dict_keys([]),dict_values([])
Q4770849,dict_keys(['based on']),dict_values(['P144'])
Q468033,"dict_keys(['derivative work', 'notable work'])","dict_values(['P4969', 'P800'])"
Q375514,"dict_keys(['follows', 'followed by', 'part of'])","dict_values(['P155', 'P156', 'P361'])"
Q3205604,dict_keys([]),dict_values([])
Q1161636,dict_keys([]),dict_values([])
Q316873,"dict_keys(['follows', 'performer'])","dict_values(['P155', 'P175'])"
Q16988046,dict_keys([]),dict_values([])
Q720012,"dict_keys(['author', 'creator', 'screenwriter', 'director', ""category's main topic"", 'executive producer'])","dict_values(['P50', 'P170', 'P58', 'P57', 'P301', 'P1431'])"
Q4889800,dict_keys([]),dict_values([])
Q2090023,"dict_keys(['genre', ""category's main topic""])","dict_values(['P136', 'P301'])"
Q3712307,dict_keys([]),dict_values([])
Q435857,"dict_keys(['performer', 'spouse', 'director', 'screenwriter', 'category combines topics', 'different from'])","dict_values(['P175', 'P26', 'P57', 'P58', 'P971', 'P1889'])"
Q15053704,"dict_keys(['part of', 'conflict', ""category's main topic"", 'main subject', 'valid in period'])","dict_values(['P361', 'P607', 'P301', 'P921', 'P1264'])"
Q287122,"dict_keys(['cast member', 'presenter', 'unmarried partner'])","dict_values(['P161', 'P371', 'P451'])"
Q622812,"dict_keys(['instance of', 'field of work', 'genre', 'subclass of', 'original broadcaster', 'different from', 'product or material produced', 'radio format', 'is a list of', 'part of', 'category combines topics', ""category's main topic"", 'main subject', 'category contains', 'said to be the same as', 'field of this occupation'])","dict_values(['P31', 'P101', 'P136', 'P279', 'P449', 'P1889', 'P1056', 'P415', 'P360', 'P361', 'P971', 'P301', 'P921', 'P4224', 'P460', 'P425'])"
Q1263897,dict_keys([]),dict_values([])
Q853545,"dict_keys(['performer', 'composer', 'template has topic', 'member of', 'part of', ""category's main topic"", 'category combines topics'])","dict_values(['P175', 'P86', 'P1423', 'P463', 'P361', 'P301', 'P971'])"
Q953097,dict_keys([]),dict_values([])
Q5488197,"dict_keys(['cast member', 'different from'])","dict_values(['P161', 'P1889'])"
Q3855790,"dict_keys(['performer', 'follows', 'member of', 'category combines topics'])","dict_values(['P175', 'P155', 'P463', 'P971'])"
Q606889,dict_keys(['author']),dict_values(['P50'])
Q3282637,"dict_keys(['occupation', 'instance of', 'position held', 'field of work', 'said to be the same as', 'main subject', 'industry', 'subclass of', ""category's main topic"", 'item for this sense', 'category combines topics', 'different from', 'facet of', 'product or material produced', 'members have occupation', 'practiced by', 'cast member'])","dict_values(['P106', 'P31', 'P39', 'P101', 'P460', 'P921', 'P452', 'P279', 'P301', 'P5137', 'P971', 'P1889', 'P1269', 'P1056', 'P3989', 'P3095', 'P161'])"
Q126269,"dict_keys(['place of birth', 'place of death', 'headquarters location', 'twinned administrative body', 'location of formation', 'item for this sense', 'located in the administrative territorial entity', 'named after', 'location', 'residence', 'place served by transport hub', 'category combines topics', ""category's main topic"", 'licensed to broadcast to', 'primary destinations', 'location of creation', 'start point', 'place of burial', 'main subject', 'different from', 'member of sports team', 'place of publication', 'work location', 'interested in'])","dict_values(['P19', 'P20', 'P159', 'P190', 'P740', 'P5137', 'P131', 'P138', 'P276', 'P551', 'P931', 'P971', 'P301', 'P1408', 'P1302', 'P1071', 'P1427', 'P119', 'P921', 'P1889', 'P54', 'P291', 'P937', 'P2650'])"
Q181659,"dict_keys(['child', 'spouse', 'author', 'creator', 'influenced by', 'winner', 'Wikidata property example', 'editor', 'guest of honor', 'inspired by', 'discoverer or inventor', ""category's main topic"", 'category combines topics', 'main subject', 'facet of', 'template has topic', 'after a work by', 'acknowledged', 'sibling'])","dict_values(['P40', 'P26', 'P50', 'P170', 'P737', 'P1346', 'P1855', 'P98', 'P967', 'P941', 'P61', 'P301', 'P971', 'P921', 'P1269', 'P1423', 'P1877', 'P7137', 'P3373'])"
Q3241543,dict_keys([]),dict_values([])
Q3476361,"dict_keys(['ethnic group', 'has part(s)'])","dict_values(['P172', 'P527'])"
Q3081853,"dict_keys(['spouse', 'author'])","dict_values(['P26', 'P50'])"
Q7997224,dict_keys([]),dict_values([])
Q1064221,dict_keys([]),dict_values([])
Q1247762,"dict_keys([""category's main topic"", 'part of the series', 'present in work'])","dict_values(['P301', 'P179', 'P1441'])"
Q4117050,dict_keys(['voice actor']),dict_values(['P725'])
['Q463581'],error,error
Q7430052,dict_keys(['performer']),dict_values(['P175'])
Q273055,"dict_keys(['composer', 'director', 'father', 'producer', 'screenwriter', 'author', 'cast member', 'spouse', 'founded by', 'performer', 'has part(s)', 'winner', 'lyrics by', ""category's main topic"", 'main subject', 'influenced by', 'category combines topics', 'template has topic'])","dict_values(['P86', 'P57', 'P22', 'P162', 'P58', 'P50', 'P161', 'P26', 'P112', 'P175', 'P527', 'P1346', 'P676', 'P301', 'P921', 'P737', 'P971', 'P1423'])"
Q3711,"dict_keys(['place of birth', 'narrative location', 'place of publication', 'filming location', 'place served by transport hub', 'work location', 'main subject', 'category combines topics', 'location', 'residence', 'organizer', 'terminus location', 'location of formation', 'place of death', 'commemorates', 'depicts', 'twinned administrative body', 'official residence', 'demonym of', 'significant place', 'applies to jurisdiction', ""Wikimedia portal's main topic"", 'facet of', 'primary destinations', 'replaces', 'replaced by', 'start point', 'capital of', 'published in', 'destination point', 'different from', 'item for this sense', 'location of first performance', 'indigenous to', 'operating area', 'connects with', ""category's main topic"", 'located in the administrative territorial entity', 'named after', 'headquarters location', 'capital', 'place of burial', 'owned by', 'producer'])","dict_values(['P19', 'P840', 'P291', 'P915', 'P931', 'P937', 'P921', 'P971', 'P276', 'P551', 'P664', 'P609', 'P740', 'P20', 'P547', 'P180', 'P190', 'P263', 'P6271', 'P7153', 'P1001', 'P1204', 'P1269', 'P1302', 'P1365', 'P1366', 'P1427', 'P1376', 'P1433', 'P1444', 'P1889', 'P5137', 'P4647', 'P2341', 'P2541', 'P2789', 'P301', 'P131', 'P138', 'P159', 'P36', 'P119', 'P127', 'P162'])"
Q5756542,dict_keys([]),dict_values([])
Q7597706,dict_keys(['child']),dict_values(['P40'])
Q4591657,dict_keys(['named after']),dict_values(['P138'])
Q206901,"dict_keys(['cause of death', 'industry', 'subclass of', 'established from medical condition', 'main subject', ""category's main topic"", 'field of work', 'named after', 'item for this sense', 'therapeutic area', 'genetic association', 'medical condition treated', 'interested in', 'advertises', 'medical condition', 'facet of'])","dict_values(['P509', 'P452', 'P279', 'P5166', 'P921', 'P301', 'P101', 'P138', 'P5137', 'P4044', 'P2293', 'P2175', 'P2650', 'P6291', 'P1050', 'P1269'])"
Q5067885,dict_keys([]),dict_values([])
Q7573186,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q509635,dict_keys(['film editor']),dict_values(['P1040'])
Q3101456,"dict_keys(['main subject', 'depicts'])","dict_values(['P921', 'P180'])"
Q750084,"dict_keys(['based on', 'follows', 'followed by', 'part of'])","dict_values(['P144', 'P155', 'P156', 'P361'])"
Q16259736,dict_keys([]),dict_values([])
Q4709,"dict_keys(['place of birth', 'location', 'capital', 'place of death', 'located in the administrative territorial entity', 'place served by transport hub', 'item for this sense', 'headquarters location', 'category combines topics', 'residence', 'start point', 'destination point', 'owned by', 'place of publication', 'location of formation', ""category's main topic"", 'main subject', 'significant place'])","dict_values(['P19', 'P276', 'P36', 'P20', 'P131', 'P931', 'P5137', 'P159', 'P971', 'P551', 'P1427', 'P1444', 'P127', 'P291', 'P740', 'P301', 'P921', 'P7153'])"
Q2555492,dict_keys([]),dict_values([])
['Q218'],error,error
Q514197,"dict_keys(['has part(s)', 'performer'])","dict_values(['P527', 'P175'])"
Q448503,"dict_keys(['director', 'producer', 'director of photography', 'screenwriter', 'cast member'])","dict_values(['P57', 'P162', 'P344', 'P58', 'P161'])"
Q101505,"dict_keys(['producer', 'composer', 'performer', 'creator', 'cast member', 'participant', 'member of', 'category combines topics', ""category's main topic"", 'dedicated to', 'influenced by', 'template has topic', 'main subject'])","dict_values(['P162', 'P86', 'P175', 'P170', 'P161', 'P710', 'P463', 'P971', 'P301', 'P825', 'P737', 'P1423', 'P921'])"
Q846783,"dict_keys(['part of', 'followed by', 'based on'])","dict_values(['P361', 'P156', 'P144'])"
Q2719821,"dict_keys(['based on', 'followed by', 'follows'])","dict_values(['P144', 'P156', 'P155'])"
Q347402,dict_keys([]),dict_values([])
Q1935015,dict_keys([]),dict_values([])
Q65683,"dict_keys(['named after', 'influenced by'])","dict_values(['P138', 'P737'])"
Q7262034,dict_keys([]),dict_values([])
Q3400468,dict_keys([]),dict_values([])
['Q4773431'],error,error
Q1046768,"dict_keys(['field of work', 'genre', 'has part(s)', 'influenced by', 'main subject', ""category's main topic"", 'interested in', 'subclass of', 'facet of'])","dict_values(['P101', 'P136', 'P527', 'P737', 'P921', 'P301', 'P2650', 'P279', 'P1269'])"
['Q584662'],error,error
Q7753390,dict_keys(['follows']),dict_values(['P155'])
Q1145394,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q5136873,dict_keys([]),dict_values([])
Q3560273,"dict_keys(['present in work', 'follows', ""category's main topic""])","dict_values(['P1441', 'P155', 'P301'])"
['Q1075255'],error,error
['Q983782'],error,error
Q4827201,dict_keys([]),dict_values([])
['Q48950'],error,error
['Q7632610'],error,error
['Q3365576'],error,error
Q3090354,dict_keys(['cast member']),dict_values(['P161'])
Q6387473,dict_keys([]),dict_values([])
['Q1550383'],error,error
Q458809,"dict_keys(['spouse', 'cast member', 'different from'])","dict_values(['P26', 'P161', 'P1889'])"
Q7820556,dict_keys([]),dict_values([])
Q249141,"dict_keys(['performer', 'category combines topics'])","dict_values(['P175', 'P971'])"
['Q4800083'],error,error
Q6270769,dict_keys([]),dict_values([])
Q7045092,"dict_keys(['has part(s)', 'follows'])","dict_values(['P527', 'P155'])"
Q292355,"dict_keys(['spouse', 'performer'])","dict_values(['P26', 'P175'])"
Q115202,dict_keys([]),dict_values([])
Q193592,"dict_keys(['part of', 'position played on team / speciality', 'position held', 'occupation', 'place of birth', 'field of work', 'subclass of', ""category's main topic"", 'given name', 'item for this sense'])","dict_values(['P361', 'P413', 'P39', 'P106', 'P19', 'P101', 'P279', 'P301', 'P735', 'P5137'])"
Q558844,"dict_keys(['cast member', ""category's main topic"", 'different from'])","dict_values(['P161', 'P301', 'P1889'])"
Q7806555,dict_keys(['part of']),dict_values(['P361'])
['Q6581097'],error,error
Q436176,"dict_keys(['named after', 'depicts', 'main subject'])","dict_values(['P138', 'P180', 'P921'])"
Q3950346,dict_keys(['performer']),dict_values(['P175'])
Q5262268,dict_keys([]),dict_values([])
Q5542783,dict_keys(['head coach']),dict_values(['P286'])
Q1107,"dict_keys(['main subject', 'instance of', 'product or material produced', 'different from', 'genre', 'item for this sense', 'field of work', 'has part(s)', 'category combines topics', ""category's main topic"", 'subclass of', 'named after', 'industry', 'is a list of', 'influenced by', 'facet of', 'used by', 'template has topic', 'typically sells', 'fabrication method', 'category contains', 'part of', 'opposite of', 'interested in', 'is metaclass for'])","dict_values(['P921', 'P31', 'P1056', 'P1889', 'P136', 'P5137', 'P101', 'P527', 'P971', 'P301', 'P279', 'P138', 'P452', 'P360', 'P737', 'P1269', 'P1535', 'P1423', 'P7163', 'P2079', 'P4224', 'P361', 'P461', 'P2650', 'P8225'])"
Q7417266,dict_keys([]),dict_values([])
Q10192,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'place of death', 'category combines topics', 'contains the administrative territorial entity', ""category's main topic"", 'capital of', 'shares border with'])","dict_values(['P19', 'P131', 'P20', 'P971', 'P150', 'P301', 'P1376', 'P47'])"
Q1070880,dict_keys([]),dict_values([])
Q144154,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q5154407,dict_keys(['followed by']),dict_values(['P156'])
Q6690940,dict_keys([]),dict_values([])
Q11669733,dict_keys([]),dict_values([])
Q1868796,dict_keys(['derivative work']),dict_values(['P4969'])
Q3710344,dict_keys(['located in the administrative territorial entity']),dict_values(['P131'])
Q737304,dict_keys(['derivative work']),dict_values(['P4969'])
Q1056698,dict_keys(['based on']),dict_values(['P144'])
Q579708,"dict_keys(['followed by', 'present in work', 'has part(s)', 'Wikidata property example', 'first appearance'])","dict_values(['P156', 'P1441', 'P527', 'P1855', 'P4584'])"
Q6675036,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q1669590,"dict_keys(['performer', 'followed by', ""category's main topic"", 'part of'])","dict_values(['P175', 'P156', 'P301', 'P361'])"
