qid,target_relation,questions,relation_id,relation_labels
Q11237,P40,who is the parent of nelson rockefeller,"dict_keys(['father', 'child', 'spouse', 'owned by', 'commissioned by', 'depicts', 'founded by', 'characters', ""category's main topic"", 'sponsor', 'candidate', 'main subject', 'sibling', 'successful candidate', 'donated by'])","dict_values(['P22', 'P40', 'P26', 'P127', 'P88', 'P180', 'P112', 'P674', 'P301', 'P859', 'P726', 'P921', 'P3373', 'P991', 'P1028'])"
Q442207,P1303,what instrument does gillian welch  play,"dict_keys(['cast member', 'founded by', 'performer', 'producer', 'distributed by', 'record label', 'category combines topics'])","dict_values(['P161', 'P112', 'P175', 'P162', 'P750', 'P264', 'P971'])"
Q336286,P413,which english defender plays for the fortuna liga side,"dict_keys(['position played on team / speciality', 'position held', 'occupation', 'composer', 'subject has role', 'category combines topics', 'fictional analog of', 'different from', 'item for this sense', 'subclass of', ""category's main topic"", 'opposite of'])","dict_values(['P413', 'P39', 'P106', 'P86', 'P2868', 'P971', 'P1074', 'P1889', 'P5137', 'P279', 'P301', 'P461'])"
Q105527,P136,What is the name of a popular jazz fusion artist,"dict_keys(['field of work', 'genre', 'different from', 'subclass of', 'category combines topics', 'facet of', 'movement', ""category's main topic"", 'occupation'])","dict_values(['P101', 'P136', 'P1889', 'P279', 'P971', 'P1269', 'P135', 'P301', 'P106'])"
Q540624,P364,"Which language is the film germany, year zero in?",dict_keys([]),dict_values([])
Q132311,P136,what is the name of a fantasy taiwaneese drama,"dict_keys(['instance of', 'field of work', 'genre', 'movement', 'part of', 'item for this sense', 'interested in', 'main subject', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'different from', 'partially coincident with', 'subclass of', ""category's main topic"", 'field of usage', 'is metaclass for', 'named after'])","dict_values(['P31', 'P101', 'P136', 'P135', 'P361', 'P5137', 'P2650', 'P921', 'P971', 'P1269', 'P1204', 'P1889', 'P1382', 'P279', 'P301', 'P9488', 'P8225', 'P138'])"
Q3605920,P19,which state was aedin mincks born in,dict_keys(['cast member']),dict_values(['P161'])
Q1406158,P364,What is the original language of the book the french powder mystery,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q180723,P106,what profession does ami suzuki have?,"dict_keys(['producer', 'cast member', 'performer', 'author', 'lyrics by', 'category combines topics'])","dict_values(['P162', 'P161', 'P175', 'P50', 'P676', 'P971'])"
Q1457636,P264,what is the label of helstar,"dict_keys(['producer', 'performer', 'member of'])","dict_values(['P162', 'P175', 'P463'])"
Q332991,P172,whats elston howard's ethnicity,dict_keys([]),dict_values([])
Q3663700,P138,who is the cathedral basilica of st. francis of assisi named after,"dict_keys(['named after', 'cathedral', 'category combines topics', 'location'])","dict_values(['P138', 'P1885', 'P971', 'P276'])"
Q5040222,P20,where did carl goldenberg die?,dict_keys([]),dict_values([])
Q723703,P53,what family is woolf barnato from?,"dict_keys(['father', 'spouse', 'child', 'has part(s)', 'sibling', ""category's main topic""])","dict_values(['P22', 'P26', 'P40', 'P527', 'P3373', 'P301'])"
Q6181696,P27,jeremy messersmith claims nationality from where?,dict_keys([]),dict_values([])
Q151792,P364,what language is the science of sleep filmed in?,dict_keys([]),dict_values([])
Q8253,P136,Name a work of fiction.,"dict_keys(['item for this sense', 'instance of', 'field of work', 'genre', 'movement', 'named after', 'subclass of', ""category's main topic"", 'opposite of', 'influenced by', 'is a list of', 'main subject', ""topic's main category"", 'facet of', 'different from', 'category combines topics', 'interested in', 'has part(s) of the class', 'category contains', 'has quality', 'occupation', 'is metaclass for', 'part of', 'manifestation of', 'has part(s)', 'form of creative work'])","dict_values(['P5137', 'P31', 'P101', 'P136', 'P135', 'P138', 'P279', 'P301', 'P461', 'P737', 'P360', 'P921', 'P910', 'P1269', 'P1889', 'P971', 'P2650', 'P2670', 'P4224', 'P1552', 'P106', 'P8225', 'P361', 'P1557', 'P527', 'P7937'])"
Q4736312,P136,what type of rock music is altered state considered,dict_keys(['performer']),dict_values(['P175'])
Q756320,P264,which musician recorded metal blade records,"dict_keys(['record label', 'category combines topics', ""category's main topic"", 'publisher'])","dict_values(['P264', 'P971', 'P301', 'P123'])"
Q813313,P27,Which country is beattie feathers from?,dict_keys(['head coach']),dict_values(['P286'])
Q6988561,P27,what country is neil forsyth from,"dict_keys(['director', 'creator', 'chairperson'])","dict_values(['P57', 'P170', 'P488'])"
Q6435718,P40,who is one of kpatcha gnassingbé's parents,dict_keys(['child']),dict_values(['P40'])
Q24925,P136,Which book belongs to the science fiction genre?,"dict_keys(['part of', 'depicts', 'instance of', 'has use', 'field of this occupation', 'genre', 'subclass of', 'field of work', ""category's main topic"", 'movement', 'main subject', 'facet of', 'category combines topics', 'inspired by', ""Wikimedia portal's main topic"", 'influenced by', 'item for this sense', 'interested in', 'used by', 'partially coincident with', 'Wikidata property example', 'field of usage', 'different from', 'is metaclass for', 'followed by'])","dict_values(['P361', 'P180', 'P31', 'P366', 'P425', 'P136', 'P279', 'P101', 'P301', 'P135', 'P921', 'P1269', 'P971', 'P941', 'P1204', 'P737', 'P5137', 'P2650', 'P1535', 'P1382', 'P1855', 'P9488', 'P1889', 'P8225', 'P156'])"
Q598,P421,what is the time zone for rzeszów,"dict_keys(['item for this sense', 'place of birth', 'capital', 'contains the administrative territorial entity', 'twinned administrative body', 'headquarters location', 'place of death', 'located in the administrative territorial entity', 'shares border with', 'place of burial', 'named after', 'location', 'owned by', ""category's main topic"", 'category combines topics', 'residence', 'place served by transport hub', 'terminus location', 'destination point', 'work location', ""Wikimedia portal's main topic"", 'location of formation', 'main subject', 'said to be the same as', 'place of publication', 'start point'])","dict_values(['P5137', 'P19', 'P36', 'P150', 'P190', 'P159', 'P20', 'P131', 'P47', 'P119', 'P138', 'P276', 'P127', 'P301', 'P971', 'P551', 'P931', 'P609', 'P1444', 'P937', 'P1204', 'P740', 'P921', 'P460', 'P291', 'P1427'])"
Q7558577,P19,where was solomon bush born,dict_keys([]),dict_values([])
Q755403,P19,which senator was born in litchfield,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'capital', 'residence', 'work location', 'headquarters location', 'category combines topics', 'location', ""category's main topic"", 'licensed to broadcast to'])","dict_values(['P19', 'P20', 'P131', 'P36', 'P551', 'P937', 'P159', 'P971', 'P276', 'P301', 'P1408'])"
Q6969977,P140,what faith does nathuram mirdha practice,"dict_keys(['father', 'child'])","dict_values(['P22', 'P40'])"
Q1676309,P19,Where was j. doyne farmer born?,dict_keys(['author']),dict_values(['P50'])
Q3025840,P1142,what is the ideology of liberal democratic union,dict_keys([]),dict_values([])
Q7973253,P175,Who was the artist for the album water?,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q1584627,P136,Which genre of music is the artist vampires everywhere!,dict_keys(['performer']),dict_values(['P175'])
Q1298630,P31,what is 29457 marcopolo,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q942581,P495,which country was violeta went to heaven made in,dict_keys([]),dict_values([])
Q2438097,P19,what is tobias zellner's place of birth?,dict_keys([]),dict_values([])
Q12188688,P364,What language is used in the book mr. tucket,dict_keys(['follows']),dict_values(['P155'])
Q278800,P140,what religion is betty castor,dict_keys([]),dict_values([])
Q617827,P276,where did the apache wars occur,"dict_keys(['part of', 'conflict', ""category's main topic"", 'has effect'])","dict_values(['P361', 'P607', 'P301', 'P1542'])"
Q1522269,P20,where was gian-carlo wick born,"dict_keys(['author', 'winner', 'discoverer or inventor', 'proved by', 'named after', 'doctoral student'])","dict_values(['P50', 'P1346', 'P61', 'P1318', 'P138', 'P185'])"
Q47912,P509,Which person died from lung cancer?,"dict_keys(['cause of death', 'main subject', 'depicts', 'subclass of', ""category's main topic"", 'field of work', 'medical condition treated', 'genetic association', 'interested in', 'positive diagnostic predictor for', 'negative prognostic predictor for', 'suggests the existence of', 'item for this sense', 'category combines topics', 'medical condition', 'manner of death', 'facet of', 'has effect', 'Wikidata property example', 'increased expression in'])","dict_values(['P509', 'P921', 'P180', 'P279', 'P301', 'P101', 'P2175', 'P2293', 'P2650', 'P3356', 'P3359', 'P5132', 'P5137', 'P971', 'P1050', 'P1196', 'P1269', 'P1542', 'P1855', 'P1911'])"
Q11366,P136,What is the name of an alternative rock album,"dict_keys(['movement', 'genre', 'subclass of', ""category's main topic"", 'main subject', 'category combines topics', 'radio format'])","dict_values(['P135', 'P136', 'P279', 'P301', 'P921', 'P971', 'P415'])"
Q14950453,P413,what position does mike pucillo play,dict_keys([]),dict_values([])
Q4631312,P364,Which language is the film 22 june 1897 in,dict_keys([]),dict_values([])
Q12718754,P264,Who is an artist that is signed to the suicide squeeze records,"dict_keys(['record label', ""category's main topic"", 'category combines topics', 'different from'])","dict_values(['P264', 'P301', 'P971', 'P1889'])"
Q83440,P136,what is a country album?,"dict_keys(['radio format', 'has use', 'record label', 'field of work', 'subclass of', 'movement', ""category's main topic"", 'genre', 'facet of', 'influenced by', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'product or material produced', 'Wikidata property example', 'industry', 'field of this occupation', 'item for this sense', 'followed by', 'named after', 'based on', 'performer'])","dict_values(['P415', 'P366', 'P264', 'P101', 'P279', 'P135', 'P301', 'P136', 'P1269', 'P737', 'P921', 'P971', 'P1204', 'P1056', 'P1855', 'P452', 'P425', 'P5137', 'P156', 'P138', 'P144', 'P175'])"
Q7876976,P27,what is udaya bhanu's nationality,dict_keys(['cast member']),dict_values(['P161'])
Q2060582,P19,what city was francisco javier alegre born,"dict_keys([""category's main topic"", 'main subject'])","dict_values(['P301', 'P921'])"
Q2092695,P27,WHat is pier giorgio bellocchio's nationality,"dict_keys(['cast member', 'director', 'child', 'producer', 'different from'])","dict_values(['P161', 'P57', 'P40', 'P162', 'P1889'])"
Q6759214,P58,margaret brown  was the writer for what film,"dict_keys(['director', 'producer'])","dict_values(['P57', 'P162'])"
Q383614,P710,Who was involved in the battle of kohima?,"dict_keys(['part of', 'has part(s)', 'conflict'])","dict_values(['P361', 'P527', 'P607'])"
Q17022565,P136,what kind of music genre is twangin',dict_keys(['follows']),dict_values(['P155'])
Q4198159,P140,what religion does ismail abdul rahman follow?,"dict_keys(['sibling', 'child', 'successful candidate'])","dict_values(['P3373', 'P40', 'P991'])"
Q7325,P172,Which jewish people writer became famous in Argentina?,"dict_keys(['item for this sense', 'ethnic group', 'instance of', 'religion or worldview', 'named after', 'subclass of', 'target', 'part of', 'participant', 'main subject', 'opposite of', 'depicts', 'characters', 'based on', 'category combines topics', 'religious order', 'facet of', 'studies', 'intended public', 'inscription mentions', 'has part(s)', 'culture', 'indigenous to', 'diaspora', 'different from', 'field of work', 'interested in', 'genre', ""category's main topic"", 'category contains', 'is a list of', 'commemorates', 'used by', 'country of citizenship', 'allegiance', 'people or cargo transported', 'affiliation', 'victim', 'template has topic'])","dict_values(['P5137', 'P172', 'P31', 'P140', 'P138', 'P279', 'P533', 'P361', 'P710', 'P921', 'P461', 'P180', 'P674', 'P144', 'P971', 'P611', 'P1269', 'P2578', 'P2360', 'P6568', 'P527', 'P2596', 'P2341', 'P3833', 'P1889', 'P101', 'P2650', 'P136', 'P301', 'P4224', 'P360', 'P547', 'P1535', 'P27', 'P945', 'P3437', 'P1416', 'P8032', 'P1423'])"
Q965498,P27,what country is neil labute from?,"dict_keys(['author', 'director', 'creator', 'screenwriter', 'producer', 'category combines topics', 'cast member', 'after a work by'])","dict_values(['P50', 'P57', 'P170', 'P58', 'P162', 'P971', 'P161', 'P1877'])"
Q5081976,P20,what was the death place for charles regan,dict_keys([]),dict_values([])
Q913266,P19,What man was born in coos bay?,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'named after', 'headquarters location', 'location', 'place of publication', ""category's main topic"", 'residence', 'category combines topics', 'licensed to broadcast to'])","dict_values(['P19', 'P20', 'P131', 'P138', 'P159', 'P276', 'P291', 'P301', 'P551', 'P971', 'P1408'])"
Q170238,P136,Name a tv sitcom.,"dict_keys(['item for this sense', 'instance of', 'genre', 'different from', 'subclass of', 'category combines topics', ""category's main topic"", 'form of creative work'])","dict_values(['P5137', 'P31', 'P136', 'P1889', 'P279', 'P971', 'P301', 'P7937'])"
Q746612,P495,what country is my 20th century from?,dict_keys(['notable work']),dict_values(['P800'])
Q7174155,P21,What is peter gaffney's gender,dict_keys(['screenwriter']),dict_values(['P58'])
Q7743743,P136,what type of book is the judas pair,dict_keys(['edition or translation of']),dict_values(['P629'])
Q7088396,P21,What is the sex of olly alexander?,"dict_keys(['cast member', 'performer', 'lyrics by', 'has part(s)', 'main subject'])","dict_values(['P161', 'P175', 'P676', 'P527', 'P921'])"
