qid,target_relation,questions,relation_id,relation_labels
Q5465,P19,Who was a notable person that was born in cape town,"dict_keys(['item for this sense', 'place of birth', 'twinned administrative body', 'capital', 'place of death', 'headquarters location', 'location', 'located in the administrative territorial entity', 'terminus location', 'location of formation', 'residence', 'home port', 'port of registry', 'filming location', 'narrative location', 'work location', 'significant place', 'terminus', 'said to be the same as', 'licensed to broadcast to', 'place served by transport hub', 'destination point', 'main subject', 'via', 'place of publication', ""Wikimedia portal's main topic"", 'start point', 'depicts', 'applies to jurisdiction', 'category combines topics', 'home venue', 'named after', 'location of creation', ""category's main topic""])","dict_values(['P5137', 'P19', 'P190', 'P36', 'P20', 'P159', 'P276', 'P131', 'P609', 'P740', 'P551', 'P504', 'P532', 'P915', 'P840', 'P937', 'P7153', 'P559', 'P460', 'P1408', 'P931', 'P1444', 'P921', 'P2825', 'P291', 'P1204', 'P1427', 'P180', 'P1001', 'P971', 'P115', 'P138', 'P1071', 'P301'])"
Q2061339,P404,what type of game is shootmania storm,dict_keys([]),dict_values([])
Q217220,P58,who wrote the story for the film patton (film)?,dict_keys(['notable work']),dict_values(['P800'])
Q6897165,P86,who created the music for moment to moment,dict_keys([]),dict_values([])
Q545830,P136,which musical genre does  riccardo drigo tend to make,"dict_keys(['composer', ""category's main topic"", 'depicts', 'main subject', 'category combines topics'])","dict_values(['P86', 'P301', 'P180', 'P921', 'P971'])"
Q5360258,P27,which country is eli kassner from,dict_keys([]),dict_values([])
Q263455,P136,What netflix genre is the brown bunny in?,dict_keys([]),dict_values([])
Q4037708,P136,what kind of music is on duster?,dict_keys(['performer']),dict_values(['P175'])
Q6201048,P413,What position does Jimmy Pearce play in football?,dict_keys([]),dict_values([])
Q10488719,P413,Which position is played by graham tatters,dict_keys([]),dict_values([])
Q5101320,P136,what genre is the film chintamani,dict_keys(['part of']),dict_values(['P361'])
Q15452571,P20,Where in europe did may kendall die,dict_keys([]),dict_values([])
Q349216,P509,How did armand louis de gontaut die?,"dict_keys(['spouse', 'child', 'main subject'])","dict_values(['P26', 'P40', 'P921'])"
Q203059,P264,Who is signed to virgin records,"dict_keys(['record label', 'has subsidiary', 'distributed by', 'employer', ""category's main topic"", 'category combines topics', 'different from', 'founded by', 'parent organization', 'operator'])","dict_values(['P264', 'P355', 'P750', 'P108', 'P301', 'P971', 'P1889', 'P112', 'P749', 'P137'])"
Q459441,P20,"Where did prince ferdinand, duke of genoa die","dict_keys(['father', 'spouse', 'child', 'named after', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P138', 'P3373'])"
Q1501999,P162,Who produced the film generation x,"dict_keys(['present in work', 'derivative work'])","dict_values(['P1441', 'P4969'])"
Q6374646,P21,What is kasper barfoed's gender,"dict_keys(['director', 'screenwriter', 'cast member', 'creator', 'category combines topics'])","dict_values(['P57', 'P58', 'P161', 'P170', 'P971'])"
Q6764990,P27,where is mario tosi from,"dict_keys(['director of photography', 'cast member'])","dict_values(['P344', 'P161'])"
Q16294774,P19,Where was max lloyd-jones birthed,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q2410904,P136,What netflix genre does journey to the center of the earth belong to,dict_keys(['derivative work']),dict_values(['P4969'])
Q4185556,P136,what kinds of movie is men suddenly in love,dict_keys([]),dict_values([])
Q188094,P106,Name an economist.,"dict_keys(['part of', 'position held', 'academic degree', 'occupation', 'instance of', 'educated at', 'field of work', 'participant', 'main subject', 'family name', 'category combines topics', 'members have occupation', 'subclass of', 'studied by', ""category's main topic"", 'practiced by', 'item for this sense', 'template has topic'])","dict_values(['P361', 'P39', 'P512', 'P106', 'P31', 'P69', 'P101', 'P710', 'P921', 'P734', 'P971', 'P3989', 'P279', 'P2579', 'P301', 'P3095', 'P5137', 'P1423'])"
Q2916422,P140,what is viguen's religion?,"dict_keys(['cast member', 'performer', ""category's main topic"", 'category combines topics', 'member of'])","dict_values(['P161', 'P175', 'P301', 'P971', 'P463'])"
Q1753751,P136,what type of show is the lying game?,"dict_keys(['derivative work', 'part of the series'])","dict_values(['P4969', 'P179'])"
Q726426,P509,what was maurice noël léon couve de murville's cause of death?,"dict_keys(['relative', 'consecrator'])","dict_values(['P1038', 'P1598'])"
Q106514,P19,Where was river phoenix born,"dict_keys(['cast member', 'child', 'performer', 'has part(s)', 'dedicated to', 'winner', 'category combines topics', 'sibling'])","dict_values(['P161', 'P40', 'P175', 'P527', 'P825', 'P1346', 'P971', 'P3373'])"
Q1658565,P19,where was mario konrad born,dict_keys([]),dict_values([])
Q4541392,P397,which star does the (14421) 1991 sa1 orbit,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q2361841,P136,what kind of game is eragon,dict_keys(['present in work']),dict_values(['P1441'])
Q1309652,P20,which city did ulrik spies decease in,dict_keys(['composer']),dict_values(['P86'])
Q8058982,P264,what label is yourcodenameis:milo under?,dict_keys(['performer']),dict_values(['P175'])
Q434488,P21,what sex is willoughby smith,dict_keys(['main subject']),dict_values(['P921'])
Q879557,P413,Which position is played by björn bergmann sigurðarson,dict_keys(['sibling']),dict_values(['P3373'])
Q16403,P495,what country is and now for something completely different from,dict_keys(['notable work']),dict_values(['P800'])
Q352908,P27,Which country is james finlay weir johnston from,"dict_keys(['author', 'doctoral advisor', 'founded by', 'student', 'doctoral student', 'main subject', 'student of'])","dict_values(['P50', 'P184', 'P112', 'P802', 'P185', 'P921', 'P1066'])"
Q7200,P738,aleksandr pushkin influenced whom,"dict_keys(['author', 'father', 'influenced by', 'named after', 'spouse', 'relative', 'child', 'Wikidata property example', 'after a work by', 'librettist', 'editor', 'founded by', 'publisher', 'creator', 'depicts', 'translator', 'commemorates', 'member of', 'characters', ""category's main topic"", 'main subject', 'category combines topics', 'lyrics by', 'facet of', 'significant person', 'sibling', 'different from', 'participant', 'screenwriter', 'field of work', 'dedicated to', 'inscription mentions'])","dict_values(['P50', 'P22', 'P737', 'P138', 'P26', 'P1038', 'P40', 'P1855', 'P1877', 'P87', 'P98', 'P112', 'P123', 'P170', 'P180', 'P655', 'P547', 'P463', 'P674', 'P301', 'P921', 'P971', 'P676', 'P1269', 'P3342', 'P3373', 'P1889', 'P710', 'P58', 'P101', 'P825', 'P6568'])"
Q724672,P19,Where was giovanni battista giraldi born,"dict_keys(['author', ""category's main topic"", 'student'])","dict_values(['P50', 'P301', 'P802'])"
Q24925,P136,What's an example of a science fiction film,"dict_keys(['depicts', 'part of', 'has use', 'field of this occupation', 'instance of', 'genre', 'subclass of', 'field of work', ""category's main topic"", 'movement', 'influenced by', 'main subject', 'inspired by', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'interested in', 'item for this sense', 'field of usage', 'is metaclass for', 'partially coincident with', 'different from', 'used by', 'Wikidata property example', 'followed by'])","dict_values(['P180', 'P361', 'P366', 'P425', 'P31', 'P136', 'P279', 'P101', 'P301', 'P135', 'P737', 'P921', 'P941', 'P971', 'P1269', 'P1204', 'P2650', 'P5137', 'P9488', 'P8225', 'P1382', 'P1889', 'P1535', 'P1855', 'P156'])"
Q96197,P19,hans rosenthal was born in what german city,"dict_keys(['named after', 'cast member', 'creator', 'presenter', ""category's main topic""])","dict_values(['P138', 'P161', 'P170', 'P371', 'P301'])"
Q3248887,P19,Where in flordia was chris myers born?,dict_keys(['cast member']),dict_values(['P161'])
Q7344470,P21,what is the gender of robert fowler (diplomat),dict_keys([]),dict_values([])
Q2246563,P421,which time zone does lane associate with,"dict_keys(['place of birth', 'place of publication'])","dict_values(['P19', 'P291'])"
Q7610997,P19,where was stephenson percy smith born,"dict_keys([""category's main topic"", 'main subject', 'sibling', 'father'])","dict_values(['P301', 'P921', 'P3373', 'P22'])"
Q6220464,P19,where was john ball born in the united states,dict_keys([]),dict_values([])
Q1370447,P21,What is russell mockridge's gender?,dict_keys(['winner']),dict_values(['P1346'])
Q3007829,P413,which basketball position is for curtis stinson,dict_keys([]),dict_values([])
Q60196,P136,what type of music does cannibal associated with,"dict_keys(['part of', 'based on'])","dict_values(['P361', 'P144'])"
Q6305752,P19,where was jules bledsoe born,dict_keys([]),dict_values([])
Q547550,P21,Is the sex of ethel snowden female or male?,"dict_keys(['child', 'spouse'])","dict_values(['P40', 'P26'])"
Q707711,P136,what is tilo wolff's chose style of music,"dict_keys(['producer', 'composer', 'founded by', 'has part(s)'])","dict_values(['P162', 'P86', 'P112', 'P527'])"
Q86848,P19,what is max nonne's birthplace,"dict_keys(['discoverer or inventor', 'named after', 'main subject', 'doctoral student'])","dict_values(['P61', 'P138', 'P921', 'P185'])"
Q4232603,P364,which language is spoken in the ships storm bastions,dict_keys([]),dict_values([])
Q200701,P27,which european country is henry s. reuss from,dict_keys([]),dict_values([])
Q57847,P27,What is the nationality of ali zeidan?,"dict_keys(['successful candidate', 'main subject'])","dict_values(['P991', 'P921'])"
Q3807958,P170,who created the fictional character jeremy karne,dict_keys([]),dict_values([])
Q1622088,P421,what time zone is the university of borås within,"dict_keys(['educated at', 'employer', 'main subject', 'organization directed by the office or position', 'publisher', 'has subsidiary', ""category's main topic""])","dict_values(['P69', 'P108', 'P921', 'P2389', 'P123', 'P355', 'P301'])"
Q1675435,P162,who produced the movie its a free world...,dict_keys([]),dict_values([])
Q4517777,P136,What kind of film is alien nation: body and soul,dict_keys([]),dict_values([])
Q187760,P136,who creates new wave music,"dict_keys(['movement', 'genre', 'subclass of', 'different from', 'category combines topics', 'field of work', 'influenced by', 'named after', ""category's main topic"", 'facet of', 'main subject'])","dict_values(['P135', 'P136', 'P279', 'P1889', 'P971', 'P101', 'P737', 'P138', 'P301', 'P1269', 'P921'])"
Q7262829,P136,what kinds of movie is pyaar koi khel nahin,dict_keys([]),dict_values([])
Q64633,P20,where did george peter alexander healy pass away,"dict_keys(['creator', 'father', 'depicts', 'main subject', 'relative', 'after a work by'])","dict_values(['P170', 'P22', 'P180', 'P921', 'P1038', 'P1877'])"
Q1170417,P136,what musical genre does rick nielsen identify with,"dict_keys(['composer', 'has part(s)', 'cast member', 'lyrics by', 'creator', 'participant', 'contributor to the creative work or subject'])","dict_values(['P86', 'P527', 'P161', 'P676', 'P170', 'P710', 'P767'])"
Q2159982,P495,what country is the adventures of robinson crusoe in?,dict_keys([]),dict_values([])
Q7907827,P57,who directed vaaname ellai?,dict_keys([]),dict_values([])
Q340300,P86,who was the music contributor for achilles and the tortoise?,dict_keys([]),dict_values([])
Q667815,P136,What genre is live consternation?,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q344341,P123,activision blizzard published what game?,"dict_keys(['employer', 'publisher', 'owned by', 'parent organization', 'occupant', ""category's main topic"", 'distributed by'])","dict_values(['P108', 'P123', 'P127', 'P749', 'P466', 'P301', 'P750'])"
Q5180789,P413,Which position does craig cacek play?,dict_keys([]),dict_values([])
Q610436,P61,who discovered 5937 lodén,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q15496817,P106,What was john dalby's profession?,dict_keys([]),dict_values([])
Q607278,P20,Where was pietro gori when he died,"dict_keys(['lyrics by', 'main subject', 'translator', 'different from'])","dict_values(['P676', 'P921', 'P655', 'P1889'])"
Q1471162,P136,what kind of music does officialspasticink perform?,dict_keys(['performer']),dict_values(['P175'])
Q66486,P172,what ethnicity is johannes pfefferkorn a part of,"dict_keys(['main subject', 'author', 'significant person'])","dict_values(['P921', 'P50', 'P3342'])"
Q369747,P136,what movie is war film,"dict_keys(['genre', 'category combines topics', 'is a list of', ""category's main topic"", 'field of work', 'subclass of', 'main subject'])","dict_values(['P136', 'P971', 'P360', 'P301', 'P101', 'P279', 'P921'])"
Q4692527,P495,What country is the show agila from,dict_keys([]),dict_values([])
Q4162580,P136,What kind of film is the dragon's net?,dict_keys([]),dict_values([])
Q7242884,P17,Where is priest rapids lake located?,dict_keys(['reservoir created']),dict_values(['P4661'])
Q544344,P19,Where was marion bauer born?,"dict_keys(['founded by', 'student of', 'student'])","dict_values(['P112', 'P1066', 'P802'])"
Q205002,P58,which film story credits show the contributor joe grant,"dict_keys(['screenwriter', 'director', 'contributor to the creative work or subject', 'depicts', 'partner in business or sport', 'film crew member', 'executive producer', 'storyboard artist', 'character designer'])","dict_values(['P58', 'P57', 'P767', 'P180', 'P1327', 'P3092', 'P1431', 'P3275', 'P8670'])"
